customer_id,order_date,order_id,order_status,required_date,shipped_date,staff_name,store
274,24/07/2016,329,4,27/07/2016,26/07/2016,Marcelene,Baldwin Bikes
622,24/07/2016,330,4,27/07/2016,27/07/2016,Marcelene,Baldwin Bikes
642,24/07/2016,331,4,26/07/2016,25/07/2016,Marcelene,Baldwin Bikes
659,24/07/2016,332,4,26/07/2016,26/07/2016,Venita,Baldwin Bikes
779,25/07/2016,333,4,27/07/2016,26/07/2016,Marcelene,Baldwin Bikes
1112,25/07/2016,334,4,28/07/2016,27/07/2016,Venita,Baldwin Bikes
1193,25/07/2016,335,4,27/07/2016,26/07/2016,Marcelene,Baldwin Bikes
1030,26/07/2016,336,4,29/07/2016,27/07/2016,Venita,Baldwin Bikes
1252,26/07/2016,337,4,27/07/2016,28/07/2016,Venita,Baldwin Bikes
1333,28/07/2016,338,4,29/07/2016,30/07/2016,Genna,Santa Cruz Bikes
1110,28/07/2016,339,4,31/07/2016,29/07/2016,Venita,Baldwin Bikes
963,29/07/2016,340,4,30/07/2016,31/07/2016,Venita,Baldwin Bikes
1357,31/07/2016,341,4,03/08/2016,01/08/2016,Genna,Santa Cruz Bikes
806,31/07/2016,342,4,01/08/2016,03/08/2016,Venita,Baldwin Bikes
961,31/07/2016,343,4,02/08/2016,01/08/2016,Venita,Baldwin Bikes
750,01/08/2016,344,4,03/08/2016,02/08/2016,Marcelene,Baldwin Bikes
1299,01/08/2016,345,4,04/08/2016,03/08/2016,Marcelene,Baldwin Bikes
584,01/08/2016,346,4,03/08/2016,02/08/2016,Layla,Rowlett Bikes
1004,02/08/2016,347,4,03/08/2016,05/08/2016,Marcelene,Baldwin Bikes
907,02/08/2016,348,4,05/08/2016,04/08/2016,Layla,Rowlett Bikes
30,03/08/2016,349,3,03/08/2016,NULL,Genna,Santa Cruz Bikes
31,03/08/2016,350,3,03/08/2016,NULL,Genna,Santa Cruz Bikes
1307,03/08/2016,351,4,06/08/2016,04/08/2016,Mireya,Santa Cruz Bikes
16,03/08/2016,352,4,04/08/2016,06/08/2016,Venita,Baldwin Bikes
1387,03/08/2016,353,4,06/08/2016,06/08/2016,Venita,Baldwin Bikes
551,03/08/2016,354,4,05/08/2016,06/08/2016,Kali,Rowlett Bikes
1011,03/08/2016,355,4,05/08/2016,05/08/2016,Kali,Rowlett Bikes
1189,04/08/2016,356,4,07/08/2016,06/08/2016,Marcelene,Baldwin Bikes
14,05/08/2016,357,3,05/08/2016,NULL,Kali,Rowlett Bikes
1042,05/08/2016,358,4,07/08/2016,07/08/2016,Venita,Baldwin Bikes
441,07/08/2016,359,4,10/08/2016,10/08/2016,Venita,Baldwin Bikes
1300,07/08/2016,360,4,09/08/2016,10/08/2016,Marcelene,Baldwin Bikes
994,08/08/2016,361,4,09/08/2016,11/08/2016,Marcelene,Baldwin Bikes
187,09/08/2016,362,4,11/08/2016,11/08/2016,Mireya,Santa Cruz Bikes
834,11/08/2016,363,4,12/08/2016,13/08/2016,Kali,Rowlett Bikes
373,12/08/2016,364,4,14/08/2016,13/08/2016,Marcelene,Baldwin Bikes
981,13/08/2016,365,4,14/08/2016,15/08/2016,Marcelene,Baldwin Bikes
1054,13/08/2016,366,4,14/08/2016,14/08/2016,Layla,Rowlett Bikes
527,14/08/2016,367,4,15/08/2016,15/08/2016,Venita,Baldwin Bikes
995,14/08/2016,368,4,15/08/2016,17/08/2016,Venita,Baldwin Bikes
1285,15/08/2016,369,4,18/08/2016,18/08/2016,Genna,Santa Cruz Bikes
758,15/08/2016,370,4,18/08/2016,18/08/2016,Venita,Baldwin Bikes
891,15/08/2016,371,4,16/08/2016,18/08/2016,Venita,Baldwin Bikes
132,16/08/2016,372,4,18/08/2016,18/08/2016,Marcelene,Baldwin Bikes
337,16/08/2016,373,4,19/08/2016,17/08/2016,Venita,Baldwin Bikes
1313,17/08/2016,374,4,19/08/2016,18/08/2016,Mireya,Santa Cruz Bikes
536,17/08/2016,375,4,20/08/2016,20/08/2016,Venita,Baldwin Bikes
825,17/08/2016,376,4,19/08/2016,18/08/2016,Marcelene,Baldwin Bikes
1355,17/08/2016,377,4,19/08/2016,20/08/2016,Marcelene,Baldwin Bikes
475,17/08/2016,378,4,20/08/2016,20/08/2016,Layla,Rowlett Bikes
954,18/08/2016,379,4,21/08/2016,21/08/2016,Venita,Baldwin Bikes
1156,19/08/2016,380,4,20/08/2016,21/08/2016,Venita,Baldwin Bikes
1297,19/08/2016,381,4,21/08/2016,21/08/2016,Venita,Baldwin Bikes
199,20/08/2016,382,4,23/08/2016,23/08/2016,Marcelene,Baldwin Bikes
331,20/08/2016,383,4,23/08/2016,22/08/2016,Venita,Baldwin Bikes
410,20/08/2016,384,4,22/08/2016,23/08/2016,Venita,Baldwin Bikes
1274,20/08/2016,385,4,23/08/2016,22/08/2016,Venita,Baldwin Bikes
1362,20/08/2016,386,4,23/08/2016,23/08/2016,Marcelene,Baldwin Bikes
451,20/08/2016,387,4,21/08/2016,21/08/2016,Kali,Rowlett Bikes
1080,21/08/2016,388,4,24/08/2016,23/08/2016,Kali,Rowlett Bikes
53,22/08/2016,389,4,24/08/2016,25/08/2016,Genna,Santa Cruz Bikes
576,22/08/2016,390,4,24/08/2016,25/08/2016,Layla,Rowlett Bikes
61,23/08/2016,391,3,23/08/2016,NULL,Layla,Rowlett Bikes
176,23/08/2016,392,4,26/08/2016,24/08/2016,Genna,Santa Cruz Bikes
368,25/08/2016,393,4,26/08/2016,27/08/2016,Marcelene,Baldwin Bikes
522,26/08/2016,394,4,28/08/2016,29/08/2016,Genna,Santa Cruz Bikes
144,26/08/2016,395,4,27/08/2016,29/08/2016,Marcelene,Baldwin Bikes
542,27/08/2016,396,4,30/08/2016,29/08/2016,Marcelene,Baldwin Bikes
1437,28/08/2016,397,4,31/08/2016,29/08/2016,Venita,Baldwin Bikes
447,29/08/2016,398,4,30/08/2016,01/09/2016,Mireya,Santa Cruz Bikes
1001,29/08/2016,399,4,01/09/2016,01/09/2016,Venita,Baldwin Bikes
1295,29/08/2016,400,4,30/08/2016,31/08/2016,Marcelene,Baldwin Bikes
103,30/08/2016,401,4,02/09/2016,01/09/2016,Marcelene,Baldwin Bikes
1335,30/08/2016,402,4,01/09/2016,31/08/2016,Marcelene,Baldwin Bikes
578,31/08/2016,403,4,01/09/2016,02/09/2016,Genna,Santa Cruz Bikes
396,31/08/2016,404,4,03/09/2016,01/09/2016,Venita,Baldwin Bikes
603,31/08/2016,405,4,01/09/2016,01/09/2016,Marcelene,Baldwin Bikes
1380,31/08/2016,406,4,02/09/2016,01/09/2016,Venita,Baldwin Bikes
77,01/09/2016,407,3,01/09/2016,NULL,Kali,Rowlett Bikes
1071,01/09/2016,408,4,02/09/2016,02/09/2016,Mireya,Santa Cruz Bikes
416,01/09/2016,409,4,04/09/2016,04/09/2016,Venita,Baldwin Bikes
1151,01/09/2016,410,4,03/09/2016,02/09/2016,Marcelene,Baldwin Bikes
261,02/09/2016,411,4,04/09/2016,04/09/2016,Genna,Santa Cruz Bikes
1202,02/09/2016,412,4,04/09/2016,04/09/2016,Genna,Santa Cruz Bikes
717,02/09/2016,413,4,05/09/2016,03/09/2016,Marcelene,Baldwin Bikes
917,03/09/2016,414,4,06/09/2016,06/09/2016,Venita,Baldwin Bikes
1265,03/09/2016,415,4,06/09/2016,06/09/2016,Venita,Baldwin Bikes
1377,03/09/2016,416,4,04/09/2016,06/09/2016,Venita,Baldwin Bikes
359,04/09/2016,417,4,05/09/2016,06/09/2016,Genna,Santa Cruz Bikes
88,04/09/2016,418,4,05/09/2016,05/09/2016,Marcelene,Baldwin Bikes
14,04/09/2016,419,4,07/09/2016,06/09/2016,Kali,Rowlett Bikes
72,05/09/2016,420,4,06/09/2016,07/09/2016,Genna,Santa Cruz Bikes
240,05/09/2016,421,4,06/09/2016,08/09/2016,Genna,Santa Cruz Bikes
398,06/09/2016,422,4,07/09/2016,09/09/2016,Marcelene,Baldwin Bikes
1397,06/09/2016,423,4,09/09/2016,09/09/2016,Venita,Baldwin Bikes
67,08/09/2016,424,4,11/09/2016,11/09/2016,Genna,Santa Cruz Bikes
843,08/09/2016,425,4,11/09/2016,11/09/2016,Marcelene,Baldwin Bikes
944,08/09/2016,426,4,10/09/2016,10/09/2016,Marcelene,Baldwin Bikes
434,09/09/2016,427,4,10/09/2016,11/09/2016,Mireya,Santa Cruz Bikes
1039,09/09/2016,428,4,12/09/2016,10/09/2016,Marcelene,Baldwin Bikes
153,10/09/2016,429,4,12/09/2016,12/09/2016,Kali,Rowlett Bikes
272,11/09/2016,430,4,13/09/2016,12/09/2016,Marcelene,Baldwin Bikes
1217,11/09/2016,431,4,12/09/2016,12/09/2016,Marcelene,Baldwin Bikes
169,12/09/2016,432,4,15/09/2016,14/09/2016,Mireya,Santa Cruz Bikes
1062,12/09/2016,433,4,15/09/2016,13/09/2016,Marcelene,Baldwin Bikes
726,13/09/2016,434,4,15/09/2016,14/09/2016,Marcelene,Baldwin Bikes
77,14/09/2016,435,4,15/09/2016,16/09/2016,Layla,Rowlett Bikes
791,16/09/2016,436,4,19/09/2016,19/09/2016,Venita,Baldwin Bikes
1085,16/09/2016,437,4,18/09/2016,18/09/2016,Venita,Baldwin Bikes
314,16/09/2016,438,4,19/09/2016,18/09/2016,Kali,Rowlett Bikes
149,17/09/2016,439,4,20/09/2016,18/09/2016,Marcelene,Baldwin Bikes
882,17/09/2016,440,4,18/09/2016,19/09/2016,Venita,Baldwin Bikes
704,18/09/2016,441,4,19/09/2016,19/09/2016,Mireya,Santa Cruz Bikes
667,18/09/2016,442,4,21/09/2016,21/09/2016,Venita,Baldwin Bikes
1371,18/09/2016,443,4,19/09/2016,20/09/2016,Marcelene,Baldwin Bikes
30,19/09/2016,444,4,20/09/2016,21/09/2016,Mireya,Santa Cruz Bikes
362,19/09/2016,445,4,22/09/2016,22/09/2016,Marcelene,Baldwin Bikes
399,19/09/2016,446,4,21/09/2016,20/09/2016,Venita,Baldwin Bikes
808,20/09/2016,447,4,23/09/2016,22/09/2016,Kali,Rowlett Bikes
101,21/09/2016,448,4,22/09/2016,24/09/2016,Marcelene,Baldwin Bikes
492,21/09/2016,449,4,24/09/2016,22/09/2016,Venita,Baldwin Bikes
575,21/09/2016,450,4,24/09/2016,23/09/2016,Venita,Baldwin Bikes
1146,21/09/2016,451,4,23/09/2016,22/09/2016,Venita,Baldwin Bikes
997,22/09/2016,452,4,23/09/2016,24/09/2016,Venita,Baldwin Bikes
1028,22/09/2016,453,4,24/09/2016,25/09/2016,Venita,Baldwin Bikes
988,23/09/2016,454,4,25/09/2016,26/09/2016,Marcelene,Baldwin Bikes
1055,23/09/2016,455,4,24/09/2016,24/09/2016,Venita,Baldwin Bikes
1061,23/09/2016,456,4,26/09/2016,25/09/2016,Layla,Rowlett Bikes
1349,24/09/2016,457,4,27/09/2016,27/09/2016,Genna,Santa Cruz Bikes
197,25/09/2016,458,4,28/09/2016,26/09/2016,Marcelene,Baldwin Bikes
874,25/09/2016,459,4,28/09/2016,26/09/2016,Marcelene,Baldwin Bikes
691,25/09/2016,460,4,27/09/2016,26/09/2016,Kali,Rowlett Bikes
853,26/09/2016,461,4,27/09/2016,27/09/2016,Venita,Baldwin Bikes
852,27/09/2016,462,4,28/09/2016,29/09/2016,Marcelene,Baldwin Bikes
964,27/09/2016,463,4,28/09/2016,28/09/2016,Kali,Rowlett Bikes
74,28/09/2016,464,4,30/09/2016,29/09/2016,Venita,Baldwin Bikes
1198,28/09/2016,465,4,01/10/2016,01/10/2016,Marcelene,Baldwin Bikes
1440,28/09/2016,466,4,29/09/2016,01/10/2016,Venita,Baldwin Bikes
555,28/09/2016,467,4,30/09/2016,30/09/2016,Kali,Rowlett Bikes
1261,29/09/2016,468,4,02/10/2016,30/09/2016,Genna,Santa Cruz Bikes
1089,29/09/2016,469,4,02/10/2016,02/10/2016,Venita,Baldwin Bikes
641,30/09/2016,470,4,02/10/2016,02/10/2016,Genna,Santa Cruz Bikes
697,30/09/2016,471,4,02/10/2016,01/10/2016,Genna,Santa Cruz Bikes
468,30/09/2016,472,4,01/10/2016,01/10/2016,Venita,Baldwin Bikes
549,30/09/2016,473,4,02/10/2016,03/10/2016,Venita,Baldwin Bikes
553,01/10/2016,474,4,04/10/2016,04/10/2016,Genna,Santa Cruz Bikes
241,01/10/2016,475,4,04/10/2016,03/10/2016,Venita,Baldwin Bikes
559,01/10/2016,476,4,04/10/2016,02/10/2016,Marcelene,Baldwin Bikes
449,02/10/2016,477,4,05/10/2016,04/10/2016,Mireya,Santa Cruz Bikes
304,02/10/2016,478,4,05/10/2016,03/10/2016,Venita,Baldwin Bikes
984,03/10/2016,479,4,04/10/2016,04/10/2016,Marcelene,Baldwin Bikes
686,04/10/2016,480,4,07/10/2016,05/10/2016,Genna,Santa Cruz Bikes
481,04/10/2016,481,4,07/10/2016,06/10/2016,Layla,Rowlett Bikes
513,05/10/2016,482,4,06/10/2016,06/10/2016,Marcelene,Baldwin Bikes
703,06/10/2016,483,4,07/10/2016,09/10/2016,Mireya,Santa Cruz Bikes
421,06/10/2016,484,4,09/10/2016,07/10/2016,Venita,Baldwin Bikes
465,06/10/2016,485,4,08/10/2016,07/10/2016,Venita,Baldwin Bikes
709,06/10/2016,486,4,08/10/2016,09/10/2016,Venita,Baldwin Bikes
827,06/10/2016,487,4,09/10/2016,09/10/2016,Marcelene,Baldwin Bikes
921,06/10/2016,488,4,09/10/2016,08/10/2016,Marcelene,Baldwin Bikes
899,06/10/2016,489,4,08/10/2016,08/10/2016,Kali,Rowlett Bikes
876,07/10/2016,490,4,10/10/2016,09/10/2016,Marcelene,Baldwin Bikes
1048,08/10/2016,491,4,10/10/2016,11/10/2016,Mireya,Santa Cruz Bikes
191,09/10/2016,492,4,10/10/2016,12/10/2016,Mireya,Santa Cruz Bikes
796,09/10/2016,493,4,12/10/2016,11/10/2016,Genna,Santa Cruz Bikes
875,09/10/2016,494,4,10/10/2016,11/10/2016,Marcelene,Baldwin Bikes
712,10/10/2016,495,4,12/10/2016,13/10/2016,Genna,Santa Cruz Bikes
193,10/10/2016,496,4,12/10/2016,11/10/2016,Marcelene,Baldwin Bikes
785,10/10/2016,497,4,11/10/2016,11/10/2016,Marcelene,Baldwin Bikes
1331,10/10/2016,498,4,12/10/2016,11/10/2016,Marcelene,Baldwin Bikes
260,11/10/2016,499,4,14/10/2016,13/10/2016,Mireya,Santa Cruz Bikes
148,11/10/2016,500,4,12/10/2016,13/10/2016,Marcelene,Baldwin Bikes
977,11/10/2016,501,4,12/10/2016,13/10/2016,Venita,Baldwin Bikes
401,12/10/2016,502,4,13/10/2016,13/10/2016,Layla,Rowlett Bikes
932,13/10/2016,503,4,16/10/2016,14/10/2016,Marcelene,Baldwin Bikes
1381,14/10/2016,504,4,15/10/2016,15/10/2016,Mireya,Santa Cruz Bikes
721,14/10/2016,505,4,16/10/2016,17/10/2016,Marcelene,Baldwin Bikes
831,14/10/2016,506,4,16/10/2016,16/10/2016,Marcelene,Baldwin Bikes
1378,15/10/2016,507,4,17/10/2016,17/10/2016,Genna,Santa Cruz Bikes
1359,15/10/2016,508,4,18/10/2016,18/10/2016,Marcelene,Baldwin Bikes
235,16/10/2016,509,4,17/10/2016,17/10/2016,Venita,Baldwin Bikes
586,17/10/2016,510,4,18/10/2016,18/10/2016,Venita,Baldwin Bikes
377,18/10/2016,511,4,20/10/2016,19/10/2016,Venita,Baldwin Bikes
8,19/10/2016,512,4,22/10/2016,20/10/2016,Venita,Baldwin Bikes
155,19/10/2016,513,4,21/10/2016,21/10/2016,Marcelene,Baldwin Bikes
927,19/10/2016,514,4,21/10/2016,20/10/2016,Venita,Baldwin Bikes
986,19/10/2016,515,4,20/10/2016,22/10/2016,Marcelene,Baldwin Bikes
111,21/10/2016,516,4,23/10/2016,24/10/2016,Marcelene,Baldwin Bikes
613,21/10/2016,517,4,22/10/2016,24/10/2016,Marcelene,Baldwin Bikes
1374,22/10/2016,518,4,24/10/2016,25/10/2016,Mireya,Santa Cruz Bikes
54,22/10/2016,519,4,23/10/2016,24/10/2016,Venita,Baldwin Bikes
639,23/10/2016,520,4,26/10/2016,24/10/2016,Venita,Baldwin Bikes
664,23/10/2016,521,4,25/10/2016,25/10/2016,Marcelene,Baldwin Bikes
724,23/10/2016,522,4,24/10/2016,24/10/2016,Venita,Baldwin Bikes
1056,24/10/2016,523,4,26/10/2016,27/10/2016,Marcelene,Baldwin Bikes
569,25/10/2016,524,4,26/10/2016,27/10/2016,Mireya,Santa Cruz Bikes
1315,26/10/2016,525,4,28/10/2016,29/10/2016,Genna,Santa Cruz Bikes
1096,26/10/2016,526,4,28/10/2016,28/10/2016,Marcelene,Baldwin Bikes
506,27/10/2016,527,4,29/10/2016,28/10/2016,Mireya,Santa Cruz Bikes
676,28/10/2016,528,4,31/10/2016,31/10/2016,Venita,Baldwin Bikes
753,28/10/2016,529,4,30/10/2016,31/10/2016,Venita,Baldwin Bikes
773,28/10/2016,530,4,31/10/2016,31/10/2016,Marcelene,Baldwin Bikes
116,28/10/2016,531,4,29/10/2016,30/10/2016,Kali,Rowlett Bikes
817,29/10/2016,532,4,31/10/2016,30/10/2016,Venita,Baldwin Bikes
1334,29/10/2016,533,4,01/11/2016,01/11/2016,Marcelene,Baldwin Bikes
1406,29/10/2016,534,4,30/10/2016,31/10/2016,Venita,Baldwin Bikes
835,29/10/2016,535,4,31/10/2016,01/11/2016,Layla,Rowlett Bikes
759,31/10/2016,536,4,02/11/2016,01/11/2016,Genna,Santa Cruz Bikes
1353,31/10/2016,537,4,01/11/2016,03/11/2016,Mireya,Santa Cruz Bikes
341,02/11/2016,538,4,05/11/2016,05/11/2016,Marcelene,Baldwin Bikes
1144,02/11/2016,539,4,04/11/2016,03/11/2016,Venita,Baldwin Bikes
1429,03/11/2016,540,4,05/11/2016,06/11/2016,Genna,Santa Cruz Bikes
1228,04/11/2016,541,4,07/11/2016,07/11/2016,Genna,Santa Cruz Bikes
313,04/11/2016,542,4,06/11/2016,05/11/2016,Venita,Baldwin Bikes
62,06/11/2016,543,4,09/11/2016,08/11/2016,Marcelene,Baldwin Bikes
321,06/11/2016,544,4,07/11/2016,08/11/2016,Venita,Baldwin Bikes
1108,08/11/2016,545,4,10/11/2016,09/11/2016,Layla,Rowlett Bikes
470,09/11/2016,546,4,12/11/2016,10/11/2016,Venita,Baldwin Bikes
20,09/11/2016,547,4,11/11/2016,10/11/2016,Kali,Rowlett Bikes
739,11/11/2016,548,4,13/11/2016,13/11/2016,Venita,Baldwin Bikes
64,12/11/2016,549,3,12/11/2016,NULL,Layla,Rowlett Bikes
892,12/11/2016,550,4,14/11/2016,15/11/2016,Venita,Baldwin Bikes
1169,12/11/2016,551,4,13/11/2016,13/11/2016,Marcelene,Baldwin Bikes
1282,12/11/2016,552,4,15/11/2016,13/11/2016,Venita,Baldwin Bikes
913,12/11/2016,553,4,13/11/2016,15/11/2016,Layla,Rowlett Bikes
104,13/11/2016,554,4,14/11/2016,16/11/2016,Genna,Santa Cruz Bikes
212,13/11/2016,555,4,14/11/2016,16/11/2016,Venita,Baldwin Bikes
61,13/11/2016,556,4,14/11/2016,15/11/2016,Layla,Rowlett Bikes
1248,14/11/2016,557,4,17/11/2016,15/11/2016,Marcelene,Baldwin Bikes
1443,15/11/2016,558,4,16/11/2016,17/11/2016,Venita,Baldwin Bikes
959,16/11/2016,559,4,17/11/2016,17/11/2016,Mireya,Santa Cruz Bikes
1405,18/11/2016,560,4,19/11/2016,21/11/2016,Marcelene,Baldwin Bikes
90,19/11/2016,561,4,22/11/2016,22/11/2016,Marcelene,Baldwin Bikes
942,19/11/2016,562,4,20/11/2016,22/11/2016,Venita,Baldwin Bikes
365,20/11/2016,563,4,22/11/2016,21/11/2016,Marcelene,Baldwin Bikes
1058,20/11/2016,564,4,23/11/2016,22/11/2016,Venita,Baldwin Bikes
894,21/11/2016,565,4,22/11/2016,22/11/2016,Venita,Baldwin Bikes
298,22/11/2016,566,4,25/11/2016,23/11/2016,Genna,Santa Cruz Bikes
1430,22/11/2016,567,4,23/11/2016,23/11/2016,Mireya,Santa Cruz Bikes
1275,23/11/2016,568,4,25/11/2016,24/11/2016,Genna,Santa Cruz Bikes
707,23/11/2016,569,4,24/11/2016,25/11/2016,Marcelene,Baldwin Bikes
989,23/11/2016,570,4,24/11/2016,25/11/2016,Marcelene,Baldwin Bikes
5,24/11/2016,571,4,25/11/2016,27/11/2016,Mireya,Santa Cruz Bikes
178,24/11/2016,572,4,26/11/2016,26/11/2016,Marcelene,Baldwin Bikes
423,24/11/2016,573,4,26/11/2016,27/11/2016,Marcelene,Baldwin Bikes
833,26/11/2016,574,4,27/11/2016,29/11/2016,Venita,Baldwin Bikes
33,27/11/2016,575,4,28/11/2016,30/11/2016,Genna,Santa Cruz Bikes
1272,27/11/2016,576,4,30/11/2016,28/11/2016,Genna,Santa Cruz Bikes
445,27/11/2016,577,4,30/11/2016,29/11/2016,Marcelene,Baldwin Bikes
819,27/11/2016,578,4,28/11/2016,29/11/2016,Venita,Baldwin Bikes
160,27/11/2016,579,4,30/11/2016,29/11/2016,Kali,Rowlett Bikes
581,30/11/2016,580,4,02/12/2016,02/12/2016,Genna,Santa Cruz Bikes
688,03/12/2016,581,4,05/12/2016,06/12/2016,Genna,Santa Cruz Bikes
32,04/12/2016,582,3,04/12/2016,NULL,Mireya,Santa Cruz Bikes
792,04/12/2016,583,4,05/12/2016,07/12/2016,Venita,Baldwin Bikes
1209,04/12/2016,584,4,05/12/2016,05/12/2016,Venita,Baldwin Bikes
1219,04/12/2016,585,4,05/12/2016,05/12/2016,Venita,Baldwin Bikes
1306,04/12/2016,586,4,06/12/2016,05/12/2016,Marcelene,Baldwin Bikes
487,06/12/2016,587,4,08/12/2016,08/12/2016,Mireya,Santa Cruz Bikes
102,06/12/2016,588,4,07/12/2016,07/12/2016,Venita,Baldwin Bikes
719,06/12/2016,589,4,07/12/2016,07/12/2016,Venita,Baldwin Bikes
990,06/12/2016,590,4,09/12/2016,07/12/2016,Venita,Baldwin Bikes
1211,06/12/2016,591,4,09/12/2016,09/12/2016,Venita,Baldwin Bikes
1232,06/12/2016,592,4,08/12/2016,08/12/2016,Venita,Baldwin Bikes
50,07/12/2016,593,4,10/12/2016,08/12/2016,Kali,Rowlett Bikes
1318,07/12/2016,594,4,08/12/2016,08/12/2016,Kali,Rowlett Bikes
538,08/12/2016,595,4,09/12/2016,11/12/2016,Mireya,Santa Cruz Bikes
952,08/12/2016,596,4,09/12/2016,09/12/2016,Genna,Santa Cruz Bikes
1121,08/12/2016,597,4,09/12/2016,10/12/2016,Marcelene,Baldwin Bikes
40,09/12/2016,598,3,09/12/2016,NULL,Genna,Santa Cruz Bikes
1,09/12/2016,599,4,10/12/2016,12/12/2016,Marcelene,Baldwin Bikes
624,09/12/2016,600,4,12/12/2016,11/12/2016,Venita,Baldwin Bikes
683,09/12/2016,601,4,10/12/2016,10/12/2016,Marcelene,Baldwin Bikes
823,09/12/2016,602,4,10/12/2016,11/12/2016,Marcelene,Baldwin Bikes
1032,09/12/2016,603,4,10/12/2016,10/12/2016,Venita,Baldwin Bikes
96,10/12/2016,604,4,13/12/2016,12/12/2016,Venita,Baldwin Bikes
1208,10/12/2016,605,4,11/12/2016,12/12/2016,Marcelene,Baldwin Bikes
18,11/12/2016,606,4,12/12/2016,13/12/2016,Venita,Baldwin Bikes
309,11/12/2016,607,4,14/12/2016,13/12/2016,Marcelene,Baldwin Bikes
1103,12/12/2016,608,4,15/12/2016,14/12/2016,Genna,Santa Cruz Bikes
896,12/12/2016,609,4,13/12/2016,14/12/2016,Venita,Baldwin Bikes
711,13/12/2016,610,4,15/12/2016,14/12/2016,Marcelene,Baldwin Bikes
1073,15/12/2016,611,4,17/12/2016,18/12/2016,Venita,Baldwin Bikes
634,16/12/2016,612,4,17/12/2016,17/12/2016,Venita,Baldwin Bikes
1159,17/12/2016,613,4,19/12/2016,19/12/2016,Venita,Baldwin Bikes
654,18/12/2016,614,4,21/12/2016,21/12/2016,Mireya,Santa Cruz Bikes
560,19/12/2016,615,4,22/12/2016,21/12/2016,Layla,Rowlett Bikes
1444,20/12/2016,616,4,23/12/2016,23/12/2016,Marcelene,Baldwin Bikes
118,21/12/2016,617,4,23/12/2016,23/12/2016,Venita,Baldwin Bikes
131,21/12/2016,618,4,22/12/2016,22/12/2016,Marcelene,Baldwin Bikes
454,22/12/2016,619,4,25/12/2016,25/12/2016,Venita,Baldwin Bikes
466,22/12/2016,620,4,24/12/2016,24/12/2016,Marcelene,Baldwin Bikes
1157,23/12/2016,621,4,25/12/2016,24/12/2016,Marcelene,Baldwin Bikes
1398,23/12/2016,622,4,26/12/2016,25/12/2016,Venita,Baldwin Bikes
678,24/12/2016,623,4,26/12/2016,27/12/2016,Marcelene,Baldwin Bikes
814,24/12/2016,624,4,25/12/2016,27/12/2016,Marcelene,Baldwin Bikes
1163,25/12/2016,625,4,28/12/2016,26/12/2016,Mireya,Santa Cruz Bikes
130,25/12/2016,626,4,28/12/2016,27/12/2016,Venita,Baldwin Bikes
1119,25/12/2016,627,4,26/12/2016,28/12/2016,Marcelene,Baldwin Bikes
561,26/12/2016,628,4,29/12/2016,27/12/2016,Genna,Santa Cruz Bikes
973,26/12/2016,629,4,27/12/2016,29/12/2016,Mireya,Santa Cruz Bikes
1404,26/12/2016,630,4,27/12/2016,28/12/2016,Marcelene,Baldwin Bikes
855,27/12/2016,631,4,29/12/2016,29/12/2016,Genna,Santa Cruz Bikes
163,27/12/2016,632,4,29/12/2016,29/12/2016,Venita,Baldwin Bikes
1040,28/12/2016,633,4,31/12/2016,30/12/2016,Kali,Rowlett Bikes
27,29/12/2016,634,4,01/01/2017,30/12/2016,Marcelene,Baldwin Bikes
520,30/12/2016,635,4,02/01/2017,31/12/2016,Marcelene,Baldwin Bikes
532,03/01/2017,636,4,04/01/2017,05/01/2017,Mireya,Santa Cruz Bikes
512,03/01/2017,637,4,05/01/2017,05/01/2017,Marcelene,Baldwin Bikes
1302,04/01/2017,638,4,05/01/2017,06/01/2017,Venita,Baldwin Bikes
550,06/01/2017,639,4,07/01/2017,07/01/2017,Marcelene,Baldwin Bikes
1093,06/01/2017,640,4,08/01/2017,07/01/2017,Marcelene,Baldwin Bikes
673,07/01/2017,641,4,10/01/2017,08/01/2017,Genna,Santa Cruz Bikes
847,07/01/2017,642,4,09/01/2017,10/01/2017,Venita,Baldwin Bikes
901,08/01/2017,643,4,09/01/2017,11/01/2017,Genna,Santa Cruz Bikes
439,08/01/2017,644,4,11/01/2017,10/01/2017,Marcelene,Baldwin Bikes
1199,08/01/2017,645,4,11/01/2017,10/01/2017,Marcelene,Baldwin Bikes
975,09/01/2017,646,4,12/01/2017,11/01/2017,Mireya,Santa Cruz Bikes
283,09/01/2017,647,4,10/01/2017,11/01/2017,Venita,Baldwin Bikes
684,09/01/2017,648,4,11/01/2017,11/01/2017,Marcelene,Baldwin Bikes
1153,10/01/2017,649,4,11/01/2017,13/01/2017,Genna,Santa Cruz Bikes
729,11/01/2017,650,4,14/01/2017,12/01/2017,Mireya,Santa Cruz Bikes
190,11/01/2017,651,4,13/01/2017,13/01/2017,Venita,Baldwin Bikes
985,12/01/2017,652,4,15/01/2017,13/01/2017,Layla,Rowlett Bikes
1249,14/01/2017,653,4,17/01/2017,15/01/2017,Mireya,Santa Cruz Bikes
1129,14/01/2017,654,4,15/01/2017,17/01/2017,Venita,Baldwin Bikes
347,16/01/2017,655,4,17/01/2017,18/01/2017,Genna,Santa Cruz Bikes
949,16/01/2017,656,4,17/01/2017,18/01/2017,Venita,Baldwin Bikes
349,17/01/2017,657,4,19/01/2017,20/01/2017,Mireya,Santa Cruz Bikes
