discount,item_id,list_price,order_id,product_id,quantity
0.05,1,1549.0,304,10,1
0.1,2,3999.99,304,7,2
0.1,3,599.99,304,20,1
0.07,1,1549.0,305,10,1
0.1,2,469.99,305,6,1
0.2,3,999.99,305,3,2
0.2,1,1549.0,306,10,1
0.07,2,269.99,306,22,1
0.05,1,529.99,307,15,2
0.1,1,3999.99,308,7,1
0.2,2,449.0,308,18,2
0.2,3,269.99,308,14,1
0.05,1,999.99,309,3,1
0.05,2,549.99,309,12,1
0.07,1,3999.99,310,7,2
0.1,2,269.99,310,14,2
0.2,3,1320.99,310,5,2
0.2,4,1799.99,310,8,1
0.05,1,429.0,311,17,2
0.2,2,1320.99,311,5,2
0.05,1,549.99,312,24,2
0.07,2,269.99,312,14,2
0.05,3,599.99,312,16,2
0.07,1,2899.99,313,4,1
0.07,2,1549.0,313,10,2
0.07,1,1320.99,314,5,1
0.05,2,2999.99,314,9,1
0.2,3,269.99,314,22,2
0.07,4,3999.99,314,7,2
0.2,1,1680.99,315,11,1
0.1,2,2999.99,315,9,1
0.2,1,749.99,316,2,2
0.1,2,599.99,316,16,2
0.1,3,599.99,316,20,1
0.2,4,449.0,316,19,1
0.05,5,429.0,316,17,1
0.2,1,1549.0,317,10,1
0.05,2,269.99,317,22,1
0.05,3,529.99,317,15,1
0.2,4,269.99,317,13,2
0.1,1,269.99,318,13,2
0.2,2,499.99,318,25,2
0.05,3,2999.99,318,9,1
0.07,1,1680.99,319,11,1
0.2,2,269.99,319,21,1
0.1,3,529.99,319,15,2
0.05,4,299.99,319,23,1
0.1,1,749.99,320,2,1
0.2,1,2899.99,321,4,2
0.2,2,549.99,321,12,2
0.2,3,599.99,321,26,1
0.2,4,299.99,321,23,2
0.2,1,269.99,322,13,2
0.07,2,269.99,322,21,1
0.07,1,269.99,323,13,2
0.1,2,599.99,323,26,2
0.1,1,749.99,324,2,2
0.2,2,429.0,324,17,1
0.2,3,269.99,324,22,2
0.05,4,449.0,324,19,1
0.05,5,549.99,324,12,1
0.05,1,3999.99,325,7,1
0.2,2,549.99,325,12,1
0.2,3,469.99,325,6,2
0.1,1,549.99,326,12,1
0.07,2,299.99,326,23,1
0.07,1,549.99,327,12,2
0.07,2,269.99,327,13,1
0.05,3,2899.99,327,4,1
0.1,1,469.99,328,6,2
0.07,1,269.99,329,14,2
0.05,2,1799.99,329,8,2
0.2,3,299.99,329,23,1
0.07,4,429.0,329,17,1
0.05,5,599.99,329,26,2
0.05,1,269.99,330,21,2
0.1,1,429.0,331,17,2
0.05,1,449.0,332,18,2
0.07,1,449.0,333,18,2
0.05,2,1799.99,333,8,2
0.2,3,999.99,333,3,1
0.2,1,599.99,334,16,2
0.05,2,2999.99,334,9,1
0.05,3,999.99,334,3,2
0.1,1,469.99,335,6,1
0.1,2,749.99,335,2,2
0.07,3,269.99,335,21,1
0.1,1,2899.99,336,4,1
0.2,2,549.99,336,12,1
0.05,1,449.0,337,18,1
0.05,2,2899.99,337,4,1
0.07,1,469.99,338,6,2
0.07,2,1549.0,338,10,1
0.1,3,269.99,338,22,1
0.07,4,1680.99,338,11,2
0.05,5,2999.99,338,9,1
0.1,1,269.99,339,13,1
0.05,2,529.99,339,15,2
0.05,1,1680.99,340,11,1
0.05,2,549.99,340,24,1
0.1,3,269.99,340,13,2
0.07,4,549.99,340,12,2
0.1,5,1549.0,340,10,2
0.05,1,299.99,341,23,2
0.07,1,599.99,342,26,1
0.2,2,2999.99,342,9,1
0.1,3,599.99,342,16,2
0.2,1,599.99,343,20,2
0.05,2,499.99,343,25,1
0.05,3,1320.99,343,5,2
0.1,4,1549.0,343,10,1
0.05,1,269.99,344,22,1
0.07,2,449.0,344,18,2
0.2,3,269.99,344,14,1
0.1,1,449.0,345,18,2
0.07,2,549.99,345,24,2
0.07,1,269.99,346,13,1
0.2,2,299.99,346,23,1
0.1,3,269.99,346,21,1
0.05,4,529.99,346,15,1
0.05,5,449.0,346,18,2
0.07,1,299.99,347,23,1
0.05,1,1320.99,348,5,2
0.07,2,529.99,348,15,2
0.2,1,599.99,349,20,2
0.05,1,469.99,350,6,2
0.07,2,599.99,350,20,1
0.07,3,999.99,350,3,1
0.05,1,2899.99,351,4,2
0.1,2,549.99,351,24,2
0.2,3,599.99,351,20,1
0.07,4,269.99,351,22,2
0.2,1,1680.99,352,11,1
0.2,2,269.99,352,14,1
0.2,1,749.99,353,2,2
0.2,1,269.99,354,21,1
0.05,2,449.0,354,19,1
0.1,1,599.99,355,16,1
0.07,2,269.99,355,14,2
0.05,1,299.99,356,23,2
0.05,2,2899.99,356,4,1
0.05,3,269.99,356,13,1
0.05,1,429.0,357,17,2
0.07,2,269.99,357,21,2
0.07,3,549.99,357,24,1
0.05,4,2999.99,357,9,1
0.1,1,269.99,358,21,2
0.07,2,469.99,358,6,2
0.05,3,1799.99,358,8,2
0.1,4,449.0,358,18,2
0.07,1,529.99,359,15,2
0.07,2,2999.99,359,9,2
0.2,3,3999.99,359,7,2
0.05,1,599.99,360,26,1
0.2,2,3999.99,360,7,2
0.05,3,269.99,360,13,2
0.1,4,499.99,360,25,1
0.05,1,549.99,361,24,2
0.1,2,469.99,361,6,2
0.1,3,1680.99,361,11,1
0.07,1,749.99,362,2,1
0.1,1,269.99,363,21,2
0.07,2,269.99,363,14,1
0.1,3,529.99,363,15,1
0.2,4,599.99,363,20,1
0.05,1,499.99,364,25,2
0.07,1,549.99,365,24,2
0.1,1,269.99,366,21,1
0.07,2,2899.99,366,4,1
0.2,3,599.99,366,16,2
0.1,1,599.99,367,26,2
0.05,2,269.99,367,14,1
0.05,3,1549.0,367,10,2
0.2,1,1320.99,368,5,1
0.2,2,1549.0,368,10,2
0.1,3,269.99,368,21,2
0.05,4,449.0,368,19,1
0.07,1,1549.0,369,10,2
0.05,1,499.99,370,25,2
0.1,2,2899.99,370,4,2
0.2,1,269.99,371,14,1
0.2,2,549.99,371,12,1
0.05,1,1680.99,372,11,1
0.1,2,269.99,372,14,2
0.1,3,1320.99,372,5,1
0.05,1,1799.99,373,8,2
0.1,2,269.99,373,22,1
0.2,3,449.0,373,19,2
0.1,4,549.99,373,12,1
0.1,5,269.99,373,13,1
0.1,1,1549.0,374,10,1
0.07,2,3999.99,374,7,1
0.05,1,269.99,375,21,2
0.05,2,749.99,375,2,2
0.07,3,2899.99,375,4,2
0.05,4,549.99,375,12,2
0.07,1,749.99,376,2,2
0.1,2,299.99,376,23,2
0.05,1,1799.99,377,8,1
0.07,2,269.99,377,14,1
0.05,1,599.99,378,26,2
0.07,1,2999.99,379,9,1
0.2,2,599.99,379,16,1
0.05,1,599.99,380,16,1
0.05,2,1680.99,380,11,2
0.07,1,269.99,381,21,2
0.1,1,1799.99,382,8,1
0.1,2,2999.99,382,9,1
0.07,3,269.99,382,13,1
0.07,1,449.0,383,19,1
0.05,2,269.99,383,22,2
0.1,3,269.99,383,13,1
0.05,4,269.99,383,21,2
0.1,5,269.99,383,14,1
0.1,1,599.99,384,20,1
0.2,2,269.99,384,21,2
0.05,3,1799.99,384,8,1
0.1,4,529.99,384,15,1
0.2,5,2899.99,384,4,1
0.07,1,269.99,385,21,1
0.2,2,3999.99,385,7,2
0.05,3,599.99,385,26,2
0.2,1,1799.99,386,8,1
0.05,2,999.99,386,3,2
0.2,3,599.99,386,16,2
0.2,1,449.0,387,18,1
0.2,1,449.0,388,19,2
0.07,2,269.99,388,13,2
0.07,3,749.99,388,2,1
0.1,4,1680.99,388,11,1
0.07,1,749.99,389,2,1
0.07,2,529.99,389,15,2
0.05,3,1549.0,389,10,2
0.05,4,1320.99,389,5,1
0.2,5,2999.99,389,9,1
0.05,1,299.99,390,23,1
0.07,2,3999.99,390,7,2
0.05,3,2999.99,390,9,1
0.07,1,1799.99,391,8,1
0.2,2,1320.99,391,5,2
0.07,3,549.99,391,24,2
0.1,1,269.99,392,14,2
0.05,2,999.99,392,3,2
0.2,1,469.99,393,6,2
0.05,1,299.99,394,23,1
0.2,2,599.99,394,16,1
0.2,3,269.99,394,14,2
0.05,1,269.99,395,14,1
0.1,1,549.99,396,12,1
0.05,2,499.99,396,25,2
0.2,3,1320.99,396,5,1
0.05,1,3999.99,397,7,1
0.05,1,1799.99,398,8,2
0.05,2,449.0,398,18,2
0.2,3,499.99,398,25,1
0.05,4,429.0,398,17,1
0.05,1,499.99,399,25,1
0.05,2,1680.99,399,11,2
0.1,3,269.99,399,14,1
0.07,1,549.99,400,24,2
0.2,2,2999.99,400,9,1
0.2,3,999.99,400,3,2
0.2,1,299.99,401,23,1
0.2,2,1549.0,401,10,2
0.07,1,469.99,402,6,2
0.07,2,1320.99,402,5,1
0.05,3,599.99,402,26,1
0.1,1,549.99,403,12,2
0.2,2,3999.99,403,7,2
0.05,3,269.99,403,22,2
0.2,4,549.99,403,24,1
0.07,1,2999.99,404,9,1
0.05,2,499.99,404,25,2
0.2,3,599.99,404,16,2
0.2,1,999.99,405,3,2
0.1,2,1549.0,405,10,2
0.07,3,269.99,405,14,2
0.2,1,2899.99,406,4,1
0.2,1,599.99,407,20,1
0.05,2,1320.99,407,5,1
0.2,1,449.0,408,18,1
0.07,2,999.99,408,3,1
0.07,3,749.99,408,2,2
0.2,4,429.0,408,17,2
0.07,1,529.99,409,15,1
0.2,2,599.99,409,16,2
0.05,3,269.99,409,21,1
0.1,1,499.99,410,25,1
0.05,2,2999.99,410,9,2
0.1,3,549.99,410,24,2
0.07,1,749.99,411,2,1
0.05,2,599.99,411,26,2
0.1,1,3999.99,412,7,1
0.07,2,549.99,412,24,1
0.1,3,429.0,412,17,1
0.05,1,1799.99,413,8,2
0.1,2,499.99,413,25,1
0.07,3,2999.99,413,9,1
0.1,1,2899.99,414,4,2
0.07,1,999.99,415,3,1
0.2,2,299.99,415,23,2
0.2,3,1320.99,415,5,1
0.05,4,469.99,415,6,2
0.07,1,269.99,416,22,1
0.07,2,269.99,416,14,1
0.1,3,549.99,416,24,1
0.07,1,599.99,417,26,2
0.07,2,469.99,417,6,2
0.05,1,549.99,418,12,1
0.05,2,599.99,418,20,1
0.05,1,2999.99,419,9,1
0.2,1,429.0,420,17,2
0.1,2,529.99,420,15,2
0.05,3,999.99,420,3,2
0.07,1,469.99,421,6,2
0.2,2,999.99,421,3,2
0.2,3,599.99,421,20,2
0.07,4,2899.99,421,4,1
0.2,5,299.99,421,23,2
0.05,1,599.99,422,20,2
0.05,1,1799.99,423,8,2
0.2,2,429.0,423,17,1
0.07,3,299.99,423,23,2
0.2,4,749.99,423,2,1
0.1,1,269.99,424,22,1
0.05,2,469.99,424,6,1
0.1,1,469.99,425,6,1
0.07,2,269.99,425,21,2
0.05,3,449.0,425,19,1
0.1,1,1549.0,426,10,1
0.05,2,299.99,426,23,2
0.07,1,549.99,427,12,2
0.1,2,529.99,427,15,2
0.07,3,599.99,427,26,2
0.2,1,1320.99,428,5,2
0.2,2,269.99,428,14,1
0.2,1,1680.99,429,11,1
0.1,2,2899.99,429,4,2
0.05,3,1320.99,429,5,2
0.07,4,469.99,429,6,1
0.1,5,749.99,429,2,1
0.1,1,269.99,430,22,2
0.07,2,1680.99,430,11,1
0.2,3,2899.99,430,4,2
0.2,4,269.99,430,13,2
0.2,5,1799.99,430,8,1
0.2,1,269.99,431,14,2
0.1,2,469.99,431,6,1
0.2,3,449.0,431,18,1
0.07,4,269.99,431,13,2
0.07,5,449.0,431,19,1
0.2,1,1549.0,432,10,2
0.05,2,3999.99,432,7,2
0.1,1,469.99,433,6,1
0.2,2,1549.0,433,10,1
0.1,3,549.99,433,24,1
0.2,4,2899.99,433,4,1
0.05,1,269.99,434,21,1
0.1,2,599.99,434,20,1
0.2,3,2999.99,434,9,1
0.07,4,1680.99,434,11,2
0.05,5,449.0,434,18,2
0.05,1,269.99,435,22,1
0.05,2,2999.99,435,9,1
0.05,3,449.0,435,18,1
0.05,1,999.99,436,3,1
0.2,2,299.99,436,23,1
0.05,1,999.99,437,3,1
0.05,2,1549.0,437,10,1
0.05,3,1799.99,437,8,2
0.07,1,2899.99,438,4,1
0.1,2,269.99,438,22,1
0.05,3,1799.99,438,8,2
0.05,4,269.99,438,13,2
0.07,1,469.99,439,6,2
0.05,2,3999.99,439,7,2
0.07,1,449.0,440,19,2
0.07,2,2899.99,440,4,2
0.07,1,549.99,441,12,1
0.1,2,529.99,441,15,1
0.07,1,599.99,442,16,2
0.2,2,599.99,442,26,2
0.2,3,469.99,442,6,2
0.05,1,1320.99,443,5,1
0.2,2,599.99,443,26,1
0.07,1,269.99,444,22,1
0.07,2,529.99,444,15,2
0.05,3,599.99,444,20,2
0.1,4,599.99,444,16,1
0.2,5,1549.0,444,10,2
0.2,1,3999.99,445,7,1
0.07,2,599.99,445,16,1
0.2,3,299.99,445,23,1
0.2,1,269.99,446,22,1
0.07,2,599.99,446,16,2
0.05,1,2899.99,447,4,2
0.1,2,999.99,447,3,1
0.07,3,1799.99,447,8,1
0.05,1,269.99,448,13,2
0.05,2,469.99,448,6,2
0.05,1,429.0,449,17,2
0.05,2,749.99,449,2,1
0.07,3,3999.99,449,7,2
0.2,4,599.99,449,26,2
0.05,1,549.99,450,24,1
0.07,2,549.99,450,12,1
0.1,3,1320.99,450,5,1
0.05,1,269.99,451,14,2
0.05,1,1680.99,452,11,1
0.05,2,599.99,452,16,1
0.1,3,3999.99,452,7,2
0.1,4,1799.99,452,8,1
0.05,1,299.99,453,23,1
0.2,2,599.99,453,20,2
0.2,3,2899.99,453,4,1
0.07,1,499.99,454,25,2
0.05,2,269.99,454,13,2
0.1,3,549.99,454,24,2
0.05,1,2999.99,455,9,1
0.07,1,429.0,456,17,2
0.07,2,299.99,456,23,1
0.07,1,549.99,457,24,2
0.05,2,749.99,457,2,1
0.1,3,3999.99,457,7,2
0.2,4,429.0,457,17,1
0.2,1,749.99,458,2,1
0.07,2,269.99,458,21,2
0.1,3,1680.99,458,11,1
0.2,4,549.99,458,24,1
0.2,5,999.99,458,3,2
0.2,1,1680.99,459,11,1
0.05,1,449.0,460,19,1
0.07,2,449.0,460,18,2
0.2,3,2899.99,460,4,1
0.1,4,269.99,460,22,2
0.07,1,599.99,461,16,1
0.2,2,2899.99,461,4,1
0.05,3,1799.99,461,8,2
0.1,4,549.99,461,24,1
0.1,5,449.0,461,18,2
0.1,1,549.99,462,12,2
0.07,1,269.99,463,13,2
0.1,1,3999.99,464,7,1
0.1,1,469.99,465,6,2
0.1,2,499.99,465,25,2
0.2,1,449.0,466,19,2
0.2,2,469.99,466,6,1
0.05,3,3999.99,466,7,2
0.1,4,529.99,466,15,1
0.1,5,1320.99,466,5,1
0.07,1,449.0,467,19,1
0.07,2,1549.0,467,10,1
0.1,3,269.99,467,22,2
0.07,4,429.0,467,17,2
0.1,5,1680.99,467,11,1
0.1,1,449.0,468,19,1
0.05,2,2999.99,468,9,2
0.05,3,1549.0,468,10,2
0.1,4,499.99,468,25,1
0.1,1,1799.99,469,8,2
0.07,2,2899.99,469,4,1
0.2,3,529.99,469,15,2
0.05,1,449.0,470,18,1
0.05,2,269.99,470,13,1
0.2,3,1799.99,470,8,2
0.2,1,269.99,471,14,1
0.05,2,269.99,471,13,2
0.1,1,529.99,472,15,1
0.1,2,269.99,472,21,2
0.07,1,599.99,473,26,1
0.05,1,449.0,474,19,2
0.2,2,1680.99,474,11,1
0.07,1,429.0,475,17,2
0.2,2,599.99,475,26,2
0.2,3,499.99,475,25,1
0.07,1,269.99,476,22,2
0.2,2,2899.99,476,4,2
0.07,3,1680.99,476,11,2
0.05,4,599.99,476,20,2
0.1,1,469.99,477,6,1
0.05,2,1549.0,477,10,1
0.07,1,269.99,478,21,2
0.07,1,599.99,479,26,1
0.05,2,549.99,479,12,1
0.2,3,269.99,479,21,1
0.05,4,3999.99,479,7,1
0.2,5,1549.0,479,10,1
0.05,1,2899.99,480,4,1
0.05,2,529.99,480,15,1
0.07,3,299.99,480,23,2
0.2,1,269.99,481,13,2
0.07,2,599.99,481,16,2
0.1,3,2999.99,481,9,2
0.2,1,269.99,482,13,1
0.1,2,269.99,482,14,1
0.07,1,429.0,483,17,1
0.1,1,1799.99,484,8,2
0.05,2,549.99,484,24,1
0.05,3,2999.99,484,9,2
0.2,4,469.99,484,6,1
0.1,1,269.99,485,13,1
0.05,2,599.99,485,26,2
0.07,1,2999.99,486,9,1
0.05,2,299.99,486,23,2
0.2,1,469.99,487,6,1
0.07,1,269.99,488,13,2
0.05,2,299.99,488,23,2
0.05,3,269.99,488,22,1
0.1,1,1799.99,489,8,2
0.1,1,549.99,490,12,1
0.05,2,299.99,490,23,1
0.1,3,269.99,490,14,1
0.07,4,269.99,490,13,2
0.2,1,2999.99,491,9,2
0.05,2,269.99,491,21,2
0.05,3,529.99,491,15,2
0.1,1,469.99,492,6,1
0.1,2,269.99,492,22,2
0.05,3,599.99,492,26,1
0.05,1,529.99,493,15,1
0.05,2,449.0,493,18,2
0.05,3,599.99,493,26,1
0.1,1,299.99,494,23,1
0.2,1,269.99,495,22,1
0.05,2,2999.99,495,9,1
0.2,1,299.99,496,23,1
0.1,2,269.99,496,13,1
0.2,3,269.99,496,21,2
0.07,1,499.99,497,25,2
0.07,1,549.99,498,24,1
0.1,2,269.99,498,21,1
0.07,3,1549.0,498,10,1
0.2,1,1680.99,499,11,1
0.07,2,529.99,499,15,1
0.2,3,269.99,499,14,2
0.1,4,599.99,499,20,2
0.05,1,549.99,500,12,2
0.2,2,269.99,500,14,1
0.05,1,449.0,501,19,2
0.07,2,1799.99,501,8,1
0.1,3,269.99,501,14,1
0.07,4,299.99,501,23,2
0.05,1,269.99,502,13,1
0.07,1,269.99,503,13,2
0.05,2,1549.0,503,10,1
0.1,1,549.99,504,24,2
0.05,2,749.99,504,2,2
0.2,1,599.99,505,26,1
0.1,1,499.99,506,25,1
0.07,2,3999.99,506,7,1
0.05,1,1680.99,507,11,2
0.07,2,269.99,507,13,2
0.1,3,599.99,507,20,2
0.05,1,1799.99,508,8,1
0.05,2,749.99,508,2,2
0.05,3,1549.0,508,10,2
0.07,4,499.99,508,25,1
0.2,1,299.99,509,23,2
0.05,2,2899.99,509,4,2
0.1,1,429.0,510,17,1
0.05,1,269.99,511,22,2
0.1,2,269.99,511,13,1
0.07,1,269.99,512,21,1
0.07,1,3999.99,513,7,1
0.2,2,269.99,513,13,1
0.07,3,299.99,513,23,1
0.2,1,449.0,514,18,2
0.07,2,429.0,514,17,2
0.07,1,1799.99,515,8,1
0.1,2,1320.99,515,5,1
0.07,3,499.99,515,25,2
0.2,4,469.99,515,6,2
0.05,1,3999.99,516,7,1
0.1,2,1320.99,516,5,2
0.07,1,269.99,517,21,2
0.2,1,599.99,518,16,2
0.05,2,1320.99,518,5,2
0.05,3,499.99,518,25,2
0.2,4,529.99,518,15,2
0.07,5,1680.99,518,11,2
0.07,1,469.99,519,6,1
0.1,2,599.99,519,16,1
0.05,3,299.99,519,23,2
0.2,4,449.0,519,18,2
0.05,5,3999.99,519,7,1
0.1,1,599.99,520,26,1
0.2,2,549.99,520,24,1
0.07,3,1549.0,520,10,1
0.2,1,1320.99,521,5,1
0.2,2,269.99,521,14,1
0.07,1,2899.99,522,4,2
0.07,2,269.99,522,22,2
0.05,3,269.99,522,21,1
0.2,1,549.99,523,12,1
0.05,2,599.99,523,20,1
0.1,3,1320.99,523,5,2
0.07,4,599.99,523,16,2
0.07,1,1680.99,524,11,1
0.05,2,749.99,524,2,1
0.2,3,2999.99,524,9,1
0.07,4,999.99,524,3,2
0.05,5,599.99,524,26,1
0.07,1,2999.99,525,9,2
0.07,2,469.99,525,6,2
0.1,3,1549.0,525,10,1
0.1,1,999.99,526,3,2
0.1,2,1799.99,526,8,1
0.05,3,269.99,526,21,1
0.07,4,529.99,526,15,1
0.07,1,449.0,527,18,2
0.2,2,2899.99,527,4,1
0.1,3,449.0,527,19,1
0.2,4,2999.99,527,9,2
0.05,1,269.99,528,21,2
0.07,1,549.99,529,12,2
0.05,1,749.99,530,2,2
0.07,2,2899.99,530,4,1
0.2,3,469.99,530,6,2
0.2,1,469.99,531,6,1
0.2,2,549.99,531,12,2
0.07,3,499.99,531,25,1
0.07,1,429.0,532,17,2
0.2,2,599.99,532,16,2
0.1,3,549.99,532,12,1
0.2,1,2899.99,533,4,1
0.1,2,549.99,533,12,2
0.2,3,1549.0,533,10,1
0.05,4,499.99,533,25,1
0.05,1,269.99,534,21,2
0.05,2,2999.99,534,9,2
0.07,3,749.99,534,2,1
0.1,4,549.99,534,24,2
0.05,1,549.99,535,24,1
0.1,2,529.99,535,15,1
0.1,3,269.99,535,22,2
0.1,1,269.99,536,22,1
0.1,2,749.99,536,2,1
0.05,3,549.99,536,12,2
0.07,4,269.99,536,14,1
0.05,1,1549.0,537,10,1
0.05,2,599.99,537,26,1
0.1,3,429.0,537,17,2
0.2,4,499.99,537,25,2
0.2,1,749.99,538,2,2
0.1,1,2999.99,539,9,2
0.05,2,299.99,539,23,1
0.07,3,269.99,539,21,2
0.1,1,449.0,540,19,1
0.1,2,599.99,540,26,2
0.07,3,299.99,540,23,2
0.05,1,269.99,541,22,2
0.2,1,599.99,542,16,2
0.1,2,2999.99,542,9,1
0.1,3,599.99,542,20,1
0.2,4,449.0,542,19,2
0.2,1,499.99,543,25,1
0.2,2,449.0,543,18,1
0.05,3,599.99,543,26,2
0.05,1,549.99,544,12,1
0.1,2,429.0,544,17,1
0.05,3,269.99,544,21,1
0.2,1,499.99,545,25,2
0.07,2,469.99,545,6,1
0.2,3,549.99,545,24,1
0.07,4,599.99,545,20,2
0.05,1,429.0,546,17,2
0.1,2,1799.99,546,8,1
0.07,3,449.0,546,18,2
0.05,1,1680.99,547,11,2
0.2,2,2999.99,547,9,1
0.1,3,1320.99,547,5,1
0.1,1,1799.99,548,8,1
0.07,2,1680.99,548,11,2
0.07,1,529.99,549,15,1
0.05,2,599.99,549,16,1
0.07,3,999.99,549,3,1
0.05,4,3999.99,549,7,1
0.1,5,269.99,549,13,2
0.05,1,2899.99,550,4,1
0.05,1,599.99,551,16,1
0.07,2,599.99,551,26,1
0.2,3,1680.99,551,11,2
0.2,4,529.99,551,15,2
0.2,1,299.99,552,23,1
0.2,2,749.99,552,2,1
0.2,3,549.99,552,24,1
0.1,4,449.0,552,18,1
0.2,5,449.0,552,19,2
0.1,1,549.99,553,24,1
0.07,2,449.0,553,18,2
0.07,3,549.99,553,12,1
0.07,1,999.99,554,3,2
0.05,2,269.99,554,22,1
0.2,3,2899.99,554,4,2
0.2,1,1799.99,555,8,1
0.1,2,3999.99,555,7,1
0.07,3,599.99,555,20,2
0.1,1,599.99,556,16,1
0.2,2,2899.99,556,4,2
0.1,1,2999.99,557,9,2
0.1,2,1549.0,557,10,1
0.07,1,3999.99,558,7,1
0.07,2,599.99,558,16,1
0.1,3,2999.99,558,9,1
0.05,4,269.99,558,21,2
0.07,5,1549.0,558,10,2
0.1,1,529.99,559,15,2
0.1,2,469.99,559,6,1
0.07,3,3999.99,559,7,2
0.05,1,599.99,560,16,1
0.1,2,599.99,560,26,2
0.05,1,529.99,561,15,2
0.05,2,449.0,561,18,1
0.05,3,1320.99,561,5,1
0.07,4,429.0,561,17,2
0.07,1,499.99,562,25,2
0.05,2,599.99,562,26,1
0.1,1,469.99,563,6,2
0.05,2,449.0,563,19,1
0.1,3,269.99,563,13,2
0.2,1,2899.99,564,4,1
0.2,2,529.99,564,15,1
0.2,1,449.0,565,18,1
0.1,2,499.99,565,25,2
0.05,3,2999.99,565,9,1
0.1,4,429.0,565,17,1
0.07,1,549.99,566,24,2
0.2,2,3999.99,566,7,2
0.1,3,1799.99,566,8,1
0.2,4,269.99,566,21,2
0.2,1,2999.99,567,9,1
0.07,2,1320.99,567,5,1
0.05,1,1320.99,568,5,1
0.05,2,1549.0,568,10,1
0.05,1,599.99,569,16,1
0.1,2,549.99,569,24,2
0.07,1,449.0,570,18,1
0.1,2,549.99,570,24,2
0.2,3,999.99,570,3,2
0.1,4,1680.99,570,11,1
0.05,5,599.99,570,16,1
0.05,1,2899.99,571,4,1
0.1,2,2999.99,571,9,1
0.05,1,999.99,572,3,1
0.1,2,269.99,572,13,2
0.2,3,1680.99,572,11,2
0.2,1,749.99,573,2,1
0.05,1,599.99,574,26,1
0.1,2,269.99,574,13,2
0.1,3,549.99,574,12,2
0.1,4,299.99,574,23,2
0.05,5,1680.99,574,11,2
0.07,1,2899.99,575,4,2
0.2,2,549.99,575,12,1
0.1,1,2999.99,576,9,1
0.2,1,999.99,577,3,2
0.07,1,269.99,578,21,1
0.2,2,499.99,578,25,2
0.05,3,449.0,578,18,2
0.2,4,1799.99,578,8,2
0.05,1,3999.99,579,7,2
0.2,2,469.99,579,6,1
0.2,1,599.99,580,16,2
0.07,2,529.99,580,15,1
0.2,3,269.99,580,21,2
0.07,4,2999.99,580,9,2
0.2,5,449.0,580,19,1
0.07,1,1799.99,581,8,2
0.2,1,1549.0,582,10,2
0.07,2,429.0,582,17,2
0.2,1,529.99,583,15,2
0.07,1,449.0,584,19,1
0.07,2,299.99,584,23,1
0.1,3,529.99,584,15,1
0.05,4,269.99,584,22,1
0.07,5,1799.99,584,8,2
0.2,1,1549.0,585,10,1
0.2,2,449.0,585,18,2
0.05,3,529.99,585,15,1
0.07,4,549.99,585,12,2
0.1,1,1680.99,586,11,2
0.2,2,299.99,586,23,2
0.05,1,549.99,587,24,1
0.05,2,299.99,587,23,1
0.05,3,449.0,587,18,1
0.2,4,269.99,587,21,1
0.07,1,1549.0,588,10,2
0.2,2,299.99,588,23,1
0.05,1,529.99,589,15,2
0.1,1,749.99,590,2,2
0.07,2,599.99,590,20,1
0.05,3,1799.99,590,8,2
0.1,4,1320.99,590,5,2
0.1,5,549.99,590,24,1
0.05,1,599.99,591,16,2
0.05,2,499.99,591,25,2
0.1,3,749.99,591,2,2
0.1,1,269.99,592,21,2
0.05,2,599.99,592,16,1
0.07,3,449.0,592,18,2
0.1,1,999.99,593,3,2
0.07,2,499.99,593,25,1
0.1,1,599.99,594,26,1
0.05,2,269.99,594,21,2
0.07,1,2899.99,595,4,1
0.07,2,449.0,595,19,2
0.07,3,999.99,595,3,1
0.07,4,1549.0,595,10,1
0.05,5,599.99,595,26,2
0.05,1,1320.99,596,5,1
0.1,2,299.99,596,23,2
0.05,3,2999.99,596,9,1
0.2,1,429.0,597,17,2
0.07,2,1799.99,597,8,1
0.05,1,2899.99,598,4,2
0.07,2,599.99,598,16,2
0.1,3,269.99,598,14,1
0.05,1,2999.99,599,9,2
0.2,2,269.99,599,22,2
0.07,3,299.99,599,23,1
0.1,4,1549.0,599,10,2
0.07,1,599.99,600,26,2
0.2,2,2899.99,600,4,1
0.07,3,449.0,600,18,2
0.2,1,549.99,601,12,2
0.05,1,529.99,602,15,2
0.07,2,1320.99,602,5,2
0.07,1,549.99,603,12,1
0.1,2,2899.99,603,4,1
0.07,1,1549.0,604,10,2
0.2,2,2999.99,604,9,2
0.07,1,449.0,605,19,1
0.05,2,499.99,605,25,2
0.2,3,269.99,605,13,2
0.2,4,1680.99,605,11,1
0.2,1,469.99,606,6,2
0.05,2,449.0,606,18,2
0.2,1,1680.99,607,11,2
0.2,2,599.99,607,26,2
0.07,3,269.99,607,14,1
0.2,1,2899.99,608,4,2
0.1,2,3999.99,608,7,2
0.1,3,549.99,608,24,1
0.07,1,1549.0,609,10,1
0.1,2,3999.99,609,7,1
0.1,3,269.99,609,22,2
0.1,4,1320.99,609,5,1
0.1,1,599.99,610,26,1
0.07,2,549.99,610,24,1
0.07,3,449.0,610,18,2
0.07,4,999.99,610,3,1
0.1,5,1799.99,610,8,1
0.07,1,599.99,611,16,2
0.1,1,269.99,612,13,1
0.1,2,269.99,612,14,1
0.07,3,429.0,612,17,1
0.2,4,599.99,612,20,1
